review_id,product_name,rating,review_text,created_at
R9813,2구 인덕션 레인지,,★대박할인★ 지금 프로필 링크 클릭하면 50% 쿠폰 zzz,2026.05.01
R00167,탁상용 USB 서큘레이터,3,  나쁘진 않은데 특별히 좋지도 않은 평범한 제품이에요.   ❤️,2026.05.14
R00045,코튼 밴딩 팬츠,3,사이즈가 살짝 애매한데 못 입을 정도는 아니라 그냥 입으려고요. ㅠㅠ👍...ㅎ,2026-02-03
R00331,통3중 스테인리스 냄비 세트,3,무난해요. 이 가격이면 이 정도가 적당한 것 같습니다. ❤️ㅠㅠ,2026.01.29
R00115,1.7L 전기포트,5,가격 대비 퀄리티가 좋습니다. 실용적이라 매일 잘 쓰고 있어요.,2026-02-03
R9803,코튼 밴딩 팬츠,,여기보다 싸게 파는곳 dm주세요 ~~~ 010-XXXX-XXXX,2026.05.01
R00207,베이직 라운드넥 반팔티,,화이트 색은 예쁜데 생각보다 도톰해서 계절 타는 느낌이에요. 😍🔥!!!!,2026.05.18
R00277,크롭 후드집업,5,  화이트&nbsp;색상 실물이 화면보다 더 예뻐요.   데일리로 자주 손이 갈 것 같애요.   😭...ㅎ,2026.01.18
R00001,모달 차렵이불 SS,2,사진이랑 색이 달라요. 인디핑크인 줄 알았는데 실제론 좀 칙칙합니다. 😍❤️,2026-04-27
R00297,와이드 데님 팬츠,4,배송도 빠르고 포장도 꼼꼼하게 잘 와서 기분 좋게 받았어요. 🥹😭ㅋㅋㅋ,2026.02.23
R00318,서랍 정리 칸막이 세트,3,  무난해요.  &nbsp;이 가격이면 이 정도가 적당한 것 같습니다. ㅋㅋㅋ...ㅎ,10/04/2026
R00403,스팀 극세사 물걸레 리필 5매,3,무난해요. 이 가격이면 이 정도가 적당한 것 같습니다. !!!!👍🔥,30/03/2026
R00056,실리콘 지퍼백 대용량 세트,5,  튼튼하고 사용하기 편해요.   견고해서 재구매 의사 있습니다. 🥹❤️<br>재구매의사있어요,2026-02-28
R00385,숏 패딩 점퍼,3,  사이즈가&nbsp;살짝 애매한데 못 입을 정도는 아니라 그냥 입으려고요.  <br>재구매의사있어요,19/05/2026
R00288,항균 코일 샤워호스,5,  세척도&nbsp;쉽고 관리가 편해서 손이 자주 가네요.   ...ㅎㅠㅠ❤️,2026-03-12
R00367,미니 핸드블렌더,3,  기능은&nbsp;괜찮은데 설명서가 좀 부실해서 처음엔 헤맸어요.   👍,2026.03.20
R00300,와이드 데님 팬츠,,34 주문했는데 정사이즈로 딱 맞아요. 핏이 군더더기 없이 예쁩니다. ❤️🔥,2026-05-22
R00187,2구 인덕션 레인지,3,무난해요. 이 가격이면 이 정도가 적당한 것 같습니다.,2026.04.20
R00159,탁상용 USB 서큘레이터,5,가격 대비 퀄리티가 좋습니다. 실용적이라 매일 잘 쓰고 있어요. 😍🥹<br>재구매의사있어요,2026-05-07
R00059,실리콘 지퍼백 대용량 세트,2,며칠 안 됐는데 벌써 흠집이 나고 마감이 엉성해요. 좀 실망입니다. 🥹ㅠㅠ😭,2026-05-09
R00359,오버핏 트렌치 코트,2,  기대보다&nbsp;별로예요.   가격값을 못 하는 느낌이라 반품 고민 중입니다. !!!!ㅋㅋㅋㅠㅠ,22/01/2026
R00200,다용도 부직포 수납박스 3종,3,  나쁘진 않은데 특별히 좋지도 않은 평범한 제품이에요.   🥹,12/03/2026
R00266,무타공 스테인리스 선반 2단,2,냄새가&nbsp;좀 심해서 환기 한참 시켰어요. 이 부분은 개선됐으면 합니다. ㅋㅋㅋ...ㅎ,2026-04-13
R00354,오버핏 트렌치 코트,1,배송이 일주일 넘게 걸렸어요. 급하게 필요했는데 넘넘 늦게 왔네요. ㅋㅋㅋ😍😭,2026.01.31
R00059,실리콘 지퍼백 대용량 세트,2,며칠 안 됐는데 벌써 흠집이 나고 마감이 엉성해요. 좀 실망입니다. 🥹ㅠㅠ😭,2026-05-09
R00147,베이직 데님 자켓,5,가격 대비 퀄리티가 정말 좋습니다. 재구매 의사 100%예요.,2026.03.27
R00298,와이드 데님 팬츠,3,배송은&nbsp;평범했고 제품은 딱 사진만큼이에요. 그냥저냥 입을 만합니다. ...ㅎ❤️👍<br>재구매의사있어요,2026.02.03
R00238,실리콘 주방도구 7종 세트,5,  가격 대비 퀄리티가 좋습니다. 실용적이라 매일 잘 쓰고 있어요.  ,2026-03-15
R00071,호텔식 베이직 타월 4매,,딱 사진만큼이에요. 그냥저냥 쓸 만합니다. ㅋㅋㅋ!!!!👍,2026.03.09
R00257,1초 완속 충전 멀티탭 6구,5,  세척도 쉽고 관리가 편해서 손이 자주 가네요.   👍🔥<br>재구매의사있어요,2026-03-02
R00156,플로럴 셔링 원피스,2,사진이랑&nbsp;색이 달라요. 아이보리인 줄 알았는데 실제론 좀 칙칙합니다. ❤️🥹<br>재구매의사있어요,10/03/2026
R9345,1초 완속 충전 멀티탭 6구,5,협찬문의는 카톡 ID: shopshop 으로 연락주세요!!,2026.05.01
R00064,실리콘 지퍼백 대용량 세트,3,  무난해요.   이 가격이면 이 정도가 적당한 것 같습니다.,2026-02-25
R00364,미니 핸드블렌더,5,세척도 쉽고 관리가 편해서 손이 자주 가네요. !!!!,2026.01.15
R00289,항균 코일 샤워호스,2,사용한&nbsp;지 얼마 안 됐는데 금방 고장 났어요. 내구성이 아쉽습니다.<br>재구매의사있어요,2026.03.18
R00170,캔버스 로우 스니커즈,,230 시켰는데 넘넘 작게 나와요. 한 치수 크게 사야 할 것 같아요. ㅋㅋㅋ<br>재구매의사있어요,13/03/2026
R00223,무선 미니 핸디 청소기,5,세척도 쉽고 관리가 편해서 손이 자주 가네요. 😭ㅋㅋㅋ,2026.05.16
R00003,모달 차렵이불 SS,,무난해요.&nbsp;엄청 특별하진 않지만 이 가격이면 이 정도가 적당한 듯합니다. 😭🥹,25/02/2026
R00217,알러지케어 매트리스 커버 Q,3,배송은 평범했고 제품은 딱 사진만큼이에요. 그냥저냥 입을 만합니다.,2026-06-01
R00353,오버핏 트렌치 코트,,카키 색상 실물이 화면보다 더 이뻐요. 데일리로 자주 손이 갈 것 같애요. ❤️🔥,2026-01-30
R00377,하이웨스트 청바지,3,  사이즈가 살짝 애매한데 못 입을 정도는 아니라 그냥 입으려고요.  ,2026-01-15
R00037,스탠다드 피케 카라티,2,며칠 안 입었는데 벌써 올이 나가고 마감이 엉성해요. 좀 실망입니다. !!!!...ㅎ🥹,2026-04-11
R00082,원목 도마 대형,3,무난해요. 이 가격이면 이 정도가 적당한 것 같습니다. 😍❤️ㅠㅠ,2026-02-14
R00014,이동식 옷걸이 행거,,가격 대비 퀄리티가 좋습니다. 실용적이라 매일 잘 쓰고 있어요. 🥹❤️...ㅎ,15/05/2026
R00396,스팀 극세사 물걸레 리필 5매,5,선물했는데 실용적이라 아주 좋아하시더라고요. 👍...ㅎ,2026-03-20
R00410,저소음 미니 가습기 3L,5,배송도 빠르구 포장도 꼼꼼해서 기분 좋게 받았어요. 😍,2026.04.23
R00009,이동식 옷걸이 행거,2,배송이 일주일 넘게 걸렸어요. 급하게 필요했는데 넘넘 늦게 왔네요. 🔥🥹ㅋㅋㅋ<br>재구매의사있어요,28/02/2026
R00070,호텔식 베이직 타월 4매,5,세척도 쉽고 관리가 편해서 손이 자주 가네요. 😭,2026.04.13
R00034,스탠다드 피케 카라티,4,  배송도 빠르구 포장도 꼼꼼하게 잘 와서 기분 좋게 받았어요.  <br>재구매의사있어요,15/02/2026
R00252,고밀도 코튼 셔츠,4,S 주문했는데 정사이즈로 딱 맞아요. 핏이 군더더기 없이 예쁩니다. 🔥,2026-03-18
R00110,1.7L 전기포트,1,생각보다&nbsp;부실해요. 가격값을 못 하는 느낌이라 반품 고민 중입니다. ...ㅎ,2026.02.09
R00125,유리 밀폐용기 10종 세트,,  튼튼하고 사용하기 편해요.   견고해서 재구매 의사 있습니다. 🥹,2026-05-07
R00269,무타공 스테인리스 선반 2단,,며칠&nbsp;안 됐는데 벌써 흠집이 나고 마감이 엉성해요. 좀 실망입니다.<br>재구매의사있어요,2026.05.21
R00387,숏 패딩 점퍼,2,사진이랑 색이 달라요. 베이지인 줄 알았는데 실제론 좀 칙칙합니다. ㅋㅋㅋ<br>재구매의사있어요,2026.05.10
R00413,저소음 미니 가습기 3L,4,세척도 쉽고 관리가 편해서 손이 자주 가네요. 😭ㅠㅠ🔥,21/01/2026
R00054,실리콘 지퍼백 대용량 세트,4,  가격&nbsp;대비 퀄리티가 좋습니다. 실용적이라 매일 잘 쓰고 있어요.   ㅠㅠ!!!!,03/03/2026
R00062,실리콘 지퍼백 대용량 세트,,선물했는데 실용적이라 아주 좋아하시더라고요. !!!!😍ㅋㅋㅋ,2026.04.22
R00101,속건 마이크로화이버 타월 3매,1,사용한 지 얼마 안 됐는데 금방 고장 났어요. 내구성이 아쉽습니다. ㅋㅋㅋ😍<br>재구매의사있어요,2026.04.10
R00055,실리콘 지퍼백 대용량 세트,3,무난해요. 이 가격이면 이 정도가 적당한 것 같습니다. !!!!<br>재구매의사있어요,2026.04.23
R00197,다용도 부직포 수납박스 3종,5,배송도 빠르고 포장도 꼼꼼해서 기분 좋게 받았어요. ...ㅎ,2026-06-06
R00167,탁상용 USB 서큘레이터,3,  나쁘진 않은데 특별히 좋지도 않은 평범한 제품이에요.   ❤️,2026.05.14
R00320,서랍 정리 칸막이 세트,5,튼튼하고 사용하기 편해요. 견고해서 재구매 의사 있습니다.,2026-02-28
R00061,실리콘 지퍼백 대용량 세트,4,세척도&nbsp;쉽고 관리가 편해서 손이 자주 가네요. 👍😭,2026.05.01
R00057,실리콘 지퍼백 대용량 세트,3,기능은 괜찮은데 설명서가 좀 부실해서 처음엔 헤맸어요. 😍!!!!❤️,2026-03-17
R00359,오버핏 트렌치 코트,2,  기대보다&nbsp;별로예요.   가격값을 못 하는 느낌이라 반품 고민 중입니다. !!!!ㅋㅋㅋㅠㅠ,22/01/2026
R00135,극세사 양말 5켤레 세트,2,  며칠 안 입었는데 벌써 올이 나가고 마감이 엉성해요.   좀 실망입니다. ㅠㅠㅋㅋㅋ🔥<br>재구매의사있어요,2026-05-02
R00402,스팀 극세사 물걸레 리필 5매,3,나쁘진 않은데 특별히 좋지도 않은 평범한 제품이에요.<br>재구매의사있어요,2026-05-11
R00218,알러지케어 매트리스 커버 Q,3,배송은 평범했고 제품은 딱 사진만큼이에요. 그냥저냥 입을 만합니다. 😍,2026.01.14
R00041,코튼 밴딩 팬츠,3,사이즈가 살짝 애매한데 못 입을 정도는 아니라 그냥 입으려고요.,2026.01.15
R00048,코튼 밴딩 팬츠,3,사이즈가 살짝 애매한데 못 입을 정도는 아니라 그냥 입으려고요.,26/04/2026
R00334,통3중 스테인리스 냄비 세트,3,무난해요.&nbsp;이 가격이면 이 정도가 적당한 것 같습니다. ❤️👍ㅋㅋㅋ<br>재구매의사있어요,2026.05.31
R00263,1초 완속 충전 멀티탭 6구,2,사용한&nbsp;지 얼마 안 됐는데 금방 고장 났어요. 내구성이 아쉽습니다. 😭ㅠㅠ,09/02/2026
R00343,논슬립 옷걸이 30개입,,마감이 깔끔하고 무게감도 있어서 안정적이에요. 만죡합니다.,27/02/2026
R00026,북유럽풍 도자기 접시 4P,3,무난해요. 이 가격이면 이 정도가 적당한 것 같습니다.<br>재구매의사있어요,2026.03.17
R00045,코튼 밴딩 팬츠,3,사이즈가 살짝 애매한데 못 입을 정도는 아니라 그냥 입으려고요. ㅠㅠ👍...ㅎ,2026-02-03
R00342,논슬립 옷걸이 30개입,3,나쁘진 않은데 특별히 좋지도 않은 평범한 제품이에요.<br>재구매의사있어요,2026.03.17
R00383,하이웨스트 청바지,5,  26 주문했는데 정사이즈로 딱 맞아요.   핏이 군더더기 없이 예쁩니다.,2026-04-26
R00170,캔버스 로우 스니커즈,,230 시켰는데 넘넘 작게 나와요. 한 치수 크게 사야 할 것 같아요. ㅋㅋㅋ<br>재구매의사있어요,13/03/2026
R00127,유리 밀폐용기 10종 세트,,  생각보다 부실해요.   가격값을 못 하는 느낌이라 반품 고민 중입니다. ❤️!!!!👍,2026-04-09
R00355,오버핏 트렌치 코트,5,마감&nbsp;처리가 깔끔하고 소재도 생각보다 탄탄해서 만죡스러워요. ...ㅎ❤️🥹,2026.01.15
R00294,와이드 데님 팬츠,5,  세탁해도 변형이나 보풀 없이 그대로라 관리가 편해요.   ㅠㅠ❤️🥹,2026.03.29
R00388,숏 패딩 점퍼,4,카키 색상 실물이 화면보다 더 예뻐요. 데일리로 자주 손이 갈 것 같아요. 😍ㅋㅋㅋ!!!!,20/03/2026
R00295,와이드 데님 팬츠,,세탁해도 변형이나 보풀 없이 그대로라 관리가 편해요. 🔥❤️🥹,2026-05-11
R00220,알러지케어 매트리스 커버 Q,2,  Q 시켰는데 너무 작게 나와요.   한 치수 크게 사야 할 것 같애요.   !!!!👍<br>재구매의사있어요,2026.04.24
R00395,스팀 극세사 물걸레 리필 5매,2,생각보다 부실해요. 가격값을 못 하는 느낌이라 반품 고민 중입니다. ❤️,2026-03-31
R00150,플로럴 셔링 원피스,3,  무난해요.  &nbsp;엄청 특별하진 않지만 이 가격이면 이 정도가 적당한 듯합니다. ㅠㅠ<br>재구매의사있어요,2026.05.29
R00155,플로럴 셔링 원피스,5,세탁해도&nbsp;변형이나 보풀 없이 그대로라 관리가 편해요. ❤️!!!!...ㅎ<br>재구매의사있어요,2026.01.27
R00286,항균 코일 샤워호스,3,  나쁘진 않은데 특별히 좋지도 않은 평범한 제품이에요.   ❤️ㅋㅋㅋ,2026.06.01
R00261,1초 완속 충전 멀티탭 6구,1,  배송이&nbsp;일주일 넘게 걸렸어요.   급하게 필요했는데 너무 늦게 왔네요.  ,15/02/2026
R00035,스탠다드 피케 카라티,5,  세탁해도&nbsp;변형이나 보풀 없이 그대로라 관리가 편해요.  ,2026-02-16
R00157,탁상용 USB 서큘레이터,4,배송도 빠르구 포장도 꼼꼼해서 기분 좋게 받았어요. ...ㅎ,2026-02-03
R00168,탁상용 USB 서큘레이터,5,배송도 빠르구 포장도 꼼꼼해서 기분 좋게 받았어요. ...ㅎ,2026.02.27
R00057,실리콘 지퍼백 대용량 세트,3,기능은 괜찮은데 설명서가 좀 부실해서 처음엔 헤맸어요. 😍!!!!❤️,2026-03-17
R00077,원목 도마 대형,5,마감이 깔끔하고 무게감도 있어서 안정적이에요. 만죡합니다. 😭ㅋㅋㅋ❤️,2026-02-18
R00182,2구 인덕션 레인지,2,  며칠 안 됐는데 벌써 흠집이 나고 마감이 엉성해요.   좀 실망입니다. ...ㅎ❤️,11/03/2026
R00143,베이직 데님 자켓,5,  세탁해도&nbsp;변형이나 보풀 없이 그대로라 관리가 편해요.  ,2026.05.23
R00131,극세사 양말 5켤레 세트,5,가격 대비 퀄리티가 정말 좋습니다. 재구매 의사 100%예요. ㅋㅋㅋ❤️😭<br>재구매의사있어요,2026.05.24
R00151,플로럴 셔링 원피스,5,  L 주문했는데 정사이즈로 딱 맞아요.   핏이 군더더기 없이 예쁩니다. ㅠㅠ,2026.02.06
R00293,와이드 데님 팬츠,5,배송도&nbsp;빠르구 포장도 꼼꼼하게 잘 와서 기분 좋게 받았어요.,2026-04-10
R00229,무선 미니 핸디 청소기,3,나쁘진 않은데 특별히 좋지도 않은 평범한 제품이에요. 😭❤️👍<br>재구매의사있어요,2026.05.04
R00280,크롭 후드집업,3,배송은&nbsp;평범했고 제품은 딱 사진만큼이에요. 그냥저냥 입을 만합니다. 🥹,2026-02-26
R00291,와이드 데님 팬츠,5,32 주문했는데 정사이즈로 딱 맞아요. 핏이 군더더기 없이 예쁩니다. ㅠㅠ👍😭,2026-02-26
R00207,베이직 라운드넥 반팔티,,화이트 색은 예쁜데 생각보다 도톰해서 계절 타는 느낌이에요. 😍🔥!!!!,2026.05.18
R00001,모달 차렵이불 SS,2,사진이랑 색이 달라요. 인디핑크인 줄 알았는데 실제론 좀 칙칙합니다. 😍❤️,2026-04-27
R00110,1.7L 전기포트,1,생각보다&nbsp;부실해요. 가격값을 못 하는 느낌이라 반품 고민 중입니다. ...ㅎ,2026.02.09
R00098,슬림 카드지갑,4,  세탁해도 변형이나 보풀 없이 그대로라 관리가 편해요.   🥹,2026.04.02
