review_id,product_id,product_name,rating,title,content,purchase_option,helpful_count,created_at
R00017,P00074,이동식 옷걸이 행거,2,설명서가 불친절하고 부품 누락,조립 설명서가 너무 불친절해서 한참 헤맸어요. 게다가 나사 한두개가 부족해서 겨우 조립했네요. 완성하고 나니 삐걱거려요.,단일,14,2026-05-08
R00018,P00074,이동식 옷걸이 행거,5,삶의 질이 달라졌어요!,"화이트 색상 너무 예쁘고 견고해서 놀랐어요. 겨울옷 가득 걸어도 끄떡없고, 좁은 방에 정말 유용하게 쓰고 있습니다! 최고예요!",단일,8,2026-02-09
R00019,P00074,이동식 옷걸이 행거,4,만족스러운 구매!,"옷이 많아서 정리하기 힘들었는데, 이거 사고 나서 훨씬 깔끔해졌어요. 생각보다 튼튼하고 디자인도 심플해서 마음에 들어요.",단일,2,2026-02-04
R00020,P00067,북유럽풍 도자기 접시 4P,5,너무 예뻐요! 식탁 분위기가 확 살아요!,색감이랑 디자인이 사진보다 실물이 훨씬 고급스러워요. 음식 담으면 다 예뻐 보이고 만족도 최고입니다. 세척도 편해요.,단일,3,2026-01-25
R00021,P00067,북유럽풍 도자기 접시 4P,3,그냥저냥 쓸만해요.,디자인은 예쁜데 생각보다 좀 무겁네요. 배송은 빨랐지만 하나가 미세하게 스크래치가 있어서 아쉬워요.,단일,0,2026-01-10
R00022,P00067,북유럽풍 도자기 접시 4P,5,완벽해요! 재구매 의사 있습니다!,"도자기 재질 정말 튼튼하고 마감도 깔끔해요. 북유럽풍 인테리어에 딱 어울리고, 데일리로 쓰기에도 좋아요. 선물용으로도 좋을 것 같아요!",단일,2,2026-02-20
R00023,P00067,북유럽풍 도자기 접시 4P,3,기대보다는 평범했어요.,사진으로 본 것보다 크기가 약간 작게 느껴져요. 색상은 무난하고 깨끗하게 잘 왔습니다. 엄청 특별한 건 없지만 잘 쓸 것 같아요.,단일,2,2026-03-30
R00024,P00067,북유럽풍 도자기 접시 4P,5,이 가격에 이런 퀄리티라니! 최고!,"도톰하고 견고해서 오래 쓸 것 같아요. 은은한 색감이 음식을 돋보이게 해주고, 4가지 디자인이 모두 마음에 들어요. 후회 없는 선택입니다!",단일,8,2026-02-06
R00025,P00067,북유럽풍 도자기 접시 4P,3,배송은 빨랐는데 살짝 아쉽네요.,포장은 꼼꼼했지만 접시 하나에 작은 기포 자국이 있네요. 디자인은 예쁘고 색상도 무난해요. 그냥 쓰기로 했습니다.,단일,5,2026-01-24
R00026,P00067,북유럽풍 도자기 접시 4P,3,무난하게 사용하기 좋습니다.,"특별히 좋다 나쁘다 할 건 없어요. 일반적인 도자기 접시고, 북유럽풍 디자인이 예뻐서 구매했어요. 사이즈는 적당합니다.",단일,14,2026-03-17
R00027,P00067,북유럽풍 도자기 접시 4P,3,가격 대비 괜찮은데 조금 더 신경 써주세요.,디자인은 마음에 들어요. 그런데 코팅이 균일하지 않은 부분이 몇 군데 보여요. 막 쓰기에는 괜찮지만 예민하신 분들은 참고하세요.,단일,3,2026-01-29
R00028,P00067,북유럽풍 도자기 접시 4P,4,전반적으로 만족해요!,깔끔하고 세련된 디자인이 돋보입니다. 크기도 적당하고 무게감도 안정적이에요. 한두 군데 작은 흠이 있었지만 크게 신경 쓰일 정도는 아니었어요.,단일,0,2026-04-29
R00029,P00067,북유럽풍 도자기 접시 4P,3,예쁘긴 한데 사용에 불편함이 있어요.,디자인은 정말 예뻐요. 그런데 바닥 부분이 매끄럽지 않아서 식탁 위에서 살짝 흔들리는 접시가 하나 있네요. 아쉽습니다.,단일,8,2026-05-27
R00030,P00067,북유럽풍 도자기 접시 4P,3,평범한데 가격 생각하면 나쁘지 않아요.,"사진이랑 똑같아요. 딱 예상했던 도자기 접시입니다. 4개 세트 구성이라 실용적이고, 배송은 빠르고 안전하게 도착했어요.",단일,3,2026-03-17
R00031,P00067,북유럽풍 도자기 접시 4P,5,식탁이 화사해졌어요! 강력 추천!,정말 고급스러운 색감과 질감이에요. 4가지 디자인이 모두 예쁘고 음식과도 잘 어울립니다. 손님 초대할 때 빛을 발할 것 같아요!,단일,0,2026-03-07
R00032,P00067,북유럽풍 도자기 접시 4P,3,생각보다 색상이 옅네요.,"사진에서는 좀 더 진한 색감으로 보였는데, 실제로는 조금 더 옅은 느낌이에요. 그래도 사용하기에 큰 지장은 없고, 깨진 곳 없이 잘 왔습니다.",단일,3,2026-01-15
R00033,P00015,스탠다드 피케 카라티,2,생각보다 별로예요,재질이 너무 얇고 흐물거려서 실망했어요. 핏도 어정쩡해서 한 번 입고 손이 잘 안 가네요.,차콜/2XL,3,2026-01-17
R00034,P00015,스탠다드 피케 카라티,4,데일리로 괜찮네요,"베이직한 디자인이라 여기저기 잘 어울려요. 다만, 색상이 화면보다 살짝 어두운 감이 있네요.",블랙/XL,8,2026-02-15
R00035,P00015,스탠다드 피케 카라티,5,최고에요! 재구매 의사 100%,원단 정말 좋고 부드러워요. 사이즈도 정사이즈로 딱 떨어지고 배송도 빨라서 대만족입니다.,화이트/L,0,2026-02-16
R00036,P00015,스탠다드 피케 카라티,5,여름 교복템 등극!,시원하고 편해서 여름내내 자주 입을 것 같아요. 세탁 후에도 변형 없이 깔끔해서 좋아요.,화이트/2XL,2,2026-04-11
R00037,P00015,스탠다드 피케 카라티,2,사이즈 미스인듯...,평소 입는 사이즈로 시켰는데 너무 작게 나온 것 같아요. 특히 팔 부분이 끼어서 활동하기 불편하네요.,차콜/M,8,2026-04-11
R00038,P00015,스탠다드 피케 카라티,2,기대했는데 아쉽네요,배송은 빨랐지만 옷에 작은 실밥들이 너무 많고 박음질도 깔끔하지 못했어요. 가격 대비 품질이 떨어지는 것 같습니다.,네이비/L,5,2026-05-20
R00039,P00015,스탠다드 피케 카라티,3,무난하게 입을만해요,"디자인은 깔끔해서 괜찮은데, 생각보다 구김이 잘 가고 통기성이 아주 좋진 않네요. 그냥저냥 편하게 입기엔 나쁘지 않습니다.",블랙/XL,3,2026-06-06
R00040,P00009,코튼 밴딩 팬츠,3,보통이에요,편하긴 한데 생각보다 좀 얇고 구김이 잘 가네요. 일상복으로 무난해요.,블랙/29,0,2026-03-18
R00041,P00009,코튼 밴딩 팬츠,3,그냥저냥 입어요,"허리 밴딩은 편한데, 기장이 저한테는 살짝 짧은 감이 있어요. 활동하기는 편합니다.",카키/27,0,2026-01-15
R00042,P00009,코튼 밴딩 팬츠,3,가격 대비 평범,베이지 색상 구매했는데 화면보다 살짝 어둡네요. 통은 넉넉해서 좋아요.,그레이/27,8,2026-05-08
R00043,P00009,코튼 밴딩 팬츠,3,애매하네요,"착용감은 나쁘지 않은데, 소재가 보풀이 좀 일어날 것 같은 느낌이에요. 한번 더 입어봐야 알 것 같아요.",그레이/27,5,2026-06-05
R00044,P00009,코튼 밴딩 팬츠,4,만족스러워요!,신축성 좋고 활동하기 정말 편해요. 데일리로 입기 딱 좋아서 잘 입을 것 같아요.,그레이/28,3,2026-03-28
R00045,P00009,코튼 밴딩 팬츠,3,무난템,검정색 구매했는데 기본템으로 괜찮아요. 엄청 뛰어나진 않지만 막 입기 좋아요.,그레이/28,8,2026-02-03
R00046,P00009,코튼 밴딩 팬츠,2,실망했어요,사이즈가 생각보다 너무 커서 헐렁하네요. 핏이 예쁘지 않아서 아쉬워요.,카키/30,1,2026-04-12
R00047,P00009,코튼 밴딩 팬츠,3,쏘쏘해요,"배송은 빨랐는데, 밑단 마감이 살짝 아쉬워요. 그래도 집에서 편하게 입으려고요.",블랙/26,14,2026-02-09
R00048,P00009,코튼 밴딩 팬츠,3,생각보다 평범해요,후기가 좋아서 기대했는데 그냥 보통 면바지 같아요. 특별히 좋지도 나쁘지도 않네요.,블랙/27,1,2026-04-26
R00049,P00009,코튼 밴딩 팬츠,2,기대 이하였어요,재질이 너무 얇아서 속옷 라인이 비쳐요. 여름 아니면 단독으로 입기 힘들겠어요.,블랙/27,1,2026-03-01
R00050,P00009,코튼 밴딩 팬츠,5,인생 팬츠 등극!,부드러운 코튼 소재에 밴딩이 너무 편해서 하루 종일 입고 있어도 불편함이 없어요. 벌써 다른 색상도 구매했습니다!,그레이/30,0,2026-01-19
R00051,P00009,코튼 밴딩 팬츠,5,너무 만족해요 최고!,핏이 정말 예쁘고 활동성도 최고예요. 어떤 상의에도 잘 어울려서 코디하기 너무 편하고 데일리템으로 강추합니다!,카키/29,0,2026-03-28
R00052,P00009,코튼 밴딩 팬츠,5,이건 꼭 사세요!,도톰하면서도 부드러운 소재에 넉넉한 핏이 정말 마음에 들어요. 허리 밴딩도 쪼임 없이 편해서 온종일 잘 입고 다녀요!,카키/30,0,2026-02-25
R00053,P00035,실리콘 지퍼백 대용량 세트,2,생각보다 별로네요..,"환경 생각해서 샀는데, 세척이 너무 힘들어요. 특히 지퍼 부분에 음식물이 끼면 잘 안 빠져서 결국 손이 잘 안 갑니다.",단일,1,2026-04-24
R00054,P00035,실리콘 지퍼백 대용량 세트,4,쓸만해요! 환경보호에 동참,"일회용품 줄이려고 구매했어요. 튼튼하고 밀봉도 잘 되는데, 가끔 음식 냄새가 좀 배는 것 같아요. 그래도 만족합니다.",단일,0,2026-03-03
R00055,P00035,실리콘 지퍼백 대용량 세트,3,장단점이 명확하네요,"대용량이라 식재료 보관하기는 편해요. 근데 생각보다 부피를 많이 차지하고, 건조하는 게 은근 귀찮네요.",단일,3,2026-04-23
R00056,P00035,실리콘 지퍼백 대용량 세트,5,대만족! 왜 이제 샀을까요?,"냉장고 정리 끝판왕입니다. 사이즈별로 다양하게 들어있어서 너무 좋고, 밀봉력도 최고예요. 삶아서 소독할 수 있어서 위생적으로도 안심돼요!",단일,5,2026-02-28
R00057,P00035,실리콘 지퍼백 대용량 세트,3,그냥저냥 쓸만해요,"가격 생각하면 괜찮은 것 같아요. 색상은 무난한 투명이라 좋은데, 지퍼가 좀 뻑뻑해서 열고 닫을 때 힘이 좀 필요합니다.",단일,8,2026-03-17
R00058,P00035,실리콘 지퍼백 대용량 세트,3,기대만큼은 아니지만...,"대용량 세트라고 해서 엄청 클 줄 알았는데, 생각보다 작은 사이즈들이 많아서 아쉬웠어요. 그래도 여러 개라 요모조모 쓸모는 있네요.",단일,5,2026-02-24
R00059,P00035,실리콘 지퍼백 대용량 세트,2,냄새가 너무 심해요,처음 받았을 때부터 실리콘 특유의 역한 냄새가 너무 심해서 여러 번 삶고 세척했는데도 잘 안 빠져요. 음식물 담기가 꺼려집니다.,단일,14,2026-05-09
R00060,P00035,실리콘 지퍼백 대용량 세트,3,그럭저럭 괜찮은 편,"배송은 빨랐는데, 몇 개는 지퍼 부분 마감이 좀 아쉬웠어요. 그래도 냉동실 보관용으로는 쓸만하고 환경 보호에 도움이 되니 그냥 씁니다.",단일,0,2026-05-16
R00061,P00035,실리콘 지퍼백 대용량 세트,4,잘 쓰고 있어요!,"사이즈 구성이 다양해서 여러 용도로 잘 활용하고 있어요. 냉장고 정리가 확실히 깔끔해졌고, 생각보다 냄새 배임도 적어서 만족스러워요.",단일,8,2026-05-01
R00062,P00035,실리콘 지퍼백 대용량 세트,5,인생템 등극입니다!,정말 만족스러워요! 냉동실에 육수나 다진 마늘 같은 거 소분해서 보관하기 딱 좋아요. 튼튼하고 밀폐력도 좋아서 국물 새는 일도 없어요.,단일,1,2026-04-22
R00063,P00035,실리콘 지퍼백 대용량 세트,2,지퍼가 불량인 것 같아요,세트 중에 큰 사이즈 하나가 지퍼 부분이 아예 안 닫혀요. 불량품이 온 것 같은데 교환하기 번거로워서 그냥 작은 것들만 쓰고 있어요.,단일,0,2026-04-04
R00064,P00035,실리콘 지퍼백 대용량 세트,3,세척이 좀 불편하네요,"실리콘 재질이라 기름때가 잘 안 지워지는 느낌이에요. 손으로 일일이 씻으려니 번거롭고, 식기세척기에 넣어도 가끔 지퍼 틈새는 덜 닦여요.",단일,0,2026-02-25
R00065,P00035,실리콘 지퍼백 대용량 세트,3,생각보다 자리 차지 많이 해요,"플라스틱 용기보다 말랑해서 공간 효율 좋을 줄 알았는데, 막상 내용물 넣고 보니 냉장고 자리를 꽤 차지하네요. 그래도 재활용 되는 건 좋아요.",단일,3,2026-03-28
R00066,P00035,실리콘 지퍼백 대용량 세트,5,주방 필수템이에요!,"이젠 없으면 안 될 지퍼백이에요. 과일, 야채 신선도 유지도 오래가고 전자레인지 사용까지 가능해서 너무 편리합니다. 대용량이라 넉넉하게 쓸 수 있어 좋아요.",단일,8,2026-01-18
R00067,P00070,호텔식 베이직 타월 4매,5,정말 호텔 수건 같아요!,부드럽고 흡수력도 좋아서 만족합니다. 세탁 후에도 보풀 없이 짱짱해서 추가 구매 예정이에요. 아이보리 색상도 고급스럽네요.,그레이,1,2026-05-07
R00068,P00070,호텔식 베이직 타월 4매,2,기대 이하였어요...,호텔식이라고 해서 기대했는데 생각보다 얇고 흡수력이 좋지 않아요. 특히 세탁하니 실밥이 풀리는 부분이 있어서 좀 실망했습니다.,그레이,8,2026-04-25
R00069,P00070,호텔식 베이직 타월 4매,5,깔끔하고 두툼해요!,아이보리색으로 주문했는데 사진과 똑같이 깔끔하고 고급스러워요. 두께도 적당해서 얼굴에 닿는 느낌이 정말 부드럽습니다. 배송도 빨랐어요!,그레이,2,2026-03-25
R00070,P00070,호텔식 베이직 타월 4매,5,강력 추천합니다! 재구매 의사 100%,오래된 수건들 바꾸려고 샀는데 대만족입니다! 촉감도 부드럽고 물기 닦을 때 찝찝함 없이 싹 흡수돼요. 저희 집 수건 전부 이걸로 바꾸려구요!,화이트,1,2026-04-13
R00071,P00070,호텔식 베이직 타월 4매,3,쏘쏘.. 가격대비 무난해요,두툼한 편이긴 한데 엄청 드라마틱한 호텔 수건 느낌은 아니에요. 색상은 예쁘고 초기 세탁시 물 빠짐은 없었습니다. 그냥저냥 쓸만해요.,그레이,1,2026-03-09
R00072,P00070,호텔식 베이직 타월 4매,5,수건 하나로 욕실 분위기가 바뀌었어요!,집들이 선물로 받았는데 너무 좋아서 저도 추가 구매했어요. 톡톡하고 부드러운 감촉 덕분에 매일 샤워하는 시간이 더 즐겁네요. 그레이 색상도 모던하고 예뻐요.,화이트,8,2026-05-16
R00073,P00070,호텔식 베이직 타월 4매,4,일반 수건보다 확실히 좋네요,기존에 쓰던 수건보다 훨씬 두껍고 부드러워요. 흡수력도 좋아서 몸에 물기가 금방 마릅니다. 다만 가격이 조금 비싼 감은 있어요.,화이트,3,2026-06-01
R00074,P00070,호텔식 베이직 타월 4매,5,남편도 반한 수건이에요!,까다로운 남편이 수건 좋다고 칭찬했어요! 한 번 사용했는데 축축하지 않고 뽀송해서 만족스럽습니다. 다음엔 다른 색상도 구매해봐야겠어요.,화이트,5,2026-05-31
R00075,P00070,호텔식 베이직 타월 4매,3,생각보다 평범한 느낌?,"호텔 수건이라고 해서 기대했는데 아주 특별한 정도는 아니었어요. 적당히 도톰하고 사용감은 괜찮지만, 살짝 보풀이 생기는 점은 아쉽네요.",화이트,2,2026-02-27
R00076,P00070,호텔식 베이직 타월 4매,5,인생 타월 찾았습니다!,"오랜만에 정말 마음에 드는 수건을 찾았어요. 세탁 후에도 변형 없이 튼튼하고, 사용하고 나면 개운함이 남다릅니다. 완전 강추입니다!",그레이,5,2026-04-27
R00077,P00033,원목 도마 대형,5,완벽한 사이즈와 품질!,대형 도마 찾고 있었는데 딱 좋아요. 나무 결도 너무 예쁘고 튼튼해서 오래 쓸 것 같아요. 주방 분위기가 확 사네요!,단일,8,2026-02-18
R00078,P00033,원목 도마 대형,2,생각보다 아쉬워요,사이즈는 괜찮은데 나무 색상이 사진이랑 너무 달라서 실망했어요. 기대했던 내추럴한 느낌이 없네요.,단일,14,2026-04-12
R00079,P00033,원목 도마 대형,3,무난하게 쓸만해요,배송은 빨랐는데 모서리 부분 마감이 살짝 거칠어서 아쉬워요. 그래도 크기나 두께는 괜찮아서 그냥 쓰려구요.,단일,1,2026-04-05
R00080,P00033,원목 도마 대형,5,주방의 품격이 달라져요!,정말 고급스럽고 묵직해요. 칼질할 때 안정감이 있어서 너무 만족스럽습니다. 김장할 때나 손님 많을 때 최고일 것 같아요.,단일,5,2026-04-08
R00081,P00033,원목 도마 대형,5,선물용으로도 최고!,지인 선물로 샀는데 포장도 꼼꼼하고 너무 마음에 들어 하네요. 품질도 좋고 사이즈도 시원시원해서 저도 하나 더 구매할까 생각 중입니다.,단일,0,2026-04-07
R00082,P00033,원목 도마 대형,3,가격 대비 그럭저럭,"가격이 저렴한 편이라 큰 기대는 안 했는데, 역시나... 나무 옹이 부분이 좀 많은 게 흠이에요. 그래도 대형이라 활용도는 높아요.",단일,5,2026-02-14
R00083,P00033,원목 도마 대형,3,살짝의 얼룩이 아쉽네요,배송은 빨랐지만 도마 한 쪽에 작은 얼룩이 있어서 신경 쓰이네요. 그래도 기능상 문제는 없어서 교환은 안하고 그냥 사용하려고요.,단일,3,2026-06-04
R00084,P00033,원목 도마 대형,1,이건 좀 아니네요,"배송도 너무 느렸고, 받자마자 나무 갈라짐이 심해서 깜짝 놀랐습니다. 이 정도면 불량 아닌가요? 바로 반품 신청합니다.",단일,0,2026-04-06
R00085,P00063,슬림 카드지갑,5,완벽한 슬림 카드지갑!,얇고 가벼워서 휴대하기 너무 좋아요. 색상도 화면과 똑같고 마감도 깔끔해서 대만족입니다!,블랙/FREE,0,2026-02-25
R00086,P00063,슬림 카드지갑,2,기대 이하였어요...,생각보다 카드가 뻑뻑하게 들어가고 재질이 너무 얇아서 금방 찢어질 것 같아요. 배송은 빨랐지만 제품 자체는 별로네요.,브라운/FREE,1,2026-05-31
R00087,P00063,슬림 카드지갑,3,그냥저냥 쓸만해요,사이즈는 괜찮은데 카드 수납이 좀 아쉬워요. 가격 생각하면 나쁘지 않은 것 같기도 하고... 컬러는 예쁩니다.,브라운/FREE,1,2026-02-14
R00088,P00063,슬림 카드지갑,3,쏘쏘한 카드지갑,"딱 필요한 만큼만 들어가서 편한데, 지폐 넣는 공간이 없어서 좀 불편하네요. 배송은 빠르고 포장도 잘 되어 왔어요.",블랙/FREE,1,2026-04-15
R00089,P00063,슬림 카드지갑,3,무난하게 사용 중,"디자인은 심플하고 좋은데, 몇 달 쓰니 실밥이 조금씩 나오기 시작하네요. 가볍게 쓰기엔 괜찮아요.",블랙/FREE,14,2026-03-20
R00090,P00063,슬림 카드지갑,2,재질이 너무 별로예요,사진으로 봤을 땐 고급스러워 보였는데 실제로 받아보니 너무 저렴한 티가 나요. 다른 색상으로 교환할까 고민 중입니다.,블랙/FREE,0,2026-02-16
R00091,P00063,슬림 카드지갑,5,인생 카드지갑 찾았어요!,손에 착 감기는 그립감에 카드도 넉넉하게 들어가고 정말 최고입니다! 이 가격에 이 퀄리티라니 믿을 수 없어요. 선물용으로도 좋을 것 같아요.,브라운/FREE,5,2026-05-03
R00092,P00063,슬림 카드지갑,3,생각했던 대로입니다,아주 좋지도 나쁘지도 않은 평범한 카드지갑이에요. 막 쓰기에는 부담 없어서 잘 쓰고 있어요. 배송은 좀 느렸네요.,블랙/FREE,3,2026-03-21
R00093,P00063,슬림 카드지갑,3,가격 대비 괜찮아요,"가벼워서 좋긴 한데, 스크래치에 좀 약한 것 같아요. 색상은 화면이랑 거의 비슷해서 만족합니다.",브라운/FREE,0,2026-02-03
R00094,P00063,슬림 카드지갑,4,데일리템으로 딱 좋아요,필요한 카드만 쏙쏙 넣고 다니기 좋아요. 작은 가방에도 쏙 들어가서 휴대성 최고! 마감도 깔끔하고 만족합니다.,브라운/FREE,0,2026-04-12
R00095,P00063,슬림 카드지갑,1,이건 정말 아닌 것 같아요,"받자마자 실밥이 여기저기 튀어나와 있고, 모서리 부분 마감이 엉망입니다. 돈 아까워요. 바로 반품 신청합니다.",블랙/FREE,0,2026-01-26
R00096,P00063,슬림 카드지갑,3,평범한 카드지갑,"너무 얇아서 좀 불안한 감은 있지만, 디자인은 깔끔해요. 카드 3~4개 정도 넣기 좋습니다.",블랙/FREE,1,2026-01-24
R00097,P00063,슬림 카드지갑,3,가성비는 나쁘지 않네요,솔직히 엄청 고급스럽진 않아도 이 가격에 이 정도면 괜찮은 것 같아요. 카드 잘 빠지지 않아서 좋습니다.,블랙/FREE,0,2026-02-04
R00098,P00063,슬림 카드지갑,4,색상이 너무 예뻐요!,"쨍한 컬러감이 마음에 쏙 들고, 가볍고 슬림해서 들고 다니기 정말 편해요. 지갑 정리하기 딱 좋네요. 배송도 빨랐어요.",브라운/FREE,5,2026-04-02
R00099,P00071,속건 마이크로화이버 타월 3매,1,너무 얇고 흡수력이 별로네요,마이크로화이버라고 해서 기대했는데 너무 얇아서 제대로 닦이지도 않고 흡수력도 실망스러워요. 돈이 아깝네요.,민트,2,2026-05-03
R00100,P00071,속건 마이크로화이버 타월 3매,4,빠르게 잘 마르고 좋아요,욕실에 걸어두면 금방 말라서 위생적이고 만족합니다. 생각보다 촉감이 부드러워서 피부에도 자극 없어요.,화이트,8,2026-01-21
R00101,P00071,속건 마이크로화이버 타월 3매,1,색상 칙칙하고 먼지가 너무 많아요,사진이랑 색상이 너무 달라서 실망했어요. 처음 세탁했는데도 먼지가 너무 많이 나와서 다른 옷이랑 같이 못 돌리겠네요.,화이트,3,2026-04-10
R00102,P00071,속건 마이크로화이버 타월 3매,3,"그냥저냥 쓸만해요, 큰 장점은 없어요","특별히 좋지도 나쁘지도 않아요. 속건 기능은 보통이고, 사이즈는 딱 적당하네요. 재구매는 고민될 것 같아요.",민트,14,2026-01-10
R00103,P00071,속건 마이크로화이버 타월 3매,5,인생템! 부드럽고 흡수력 최고!,"정말 부드러워서 놀랐어요. 물기 닦고 나면 뽀송하게 마르는 느낌이 좋고, 욕실 수건은 이제 이것만 쓸 것 같아요!",그레이,0,2026-01-27
R00104,P00071,속건 마이크로화이버 타월 3매,1,배송도 느리고 품질도 별로,주문하고 며칠 뒤에나 배송됐어요. 수건은 생각보다 거칠고 보풀이 계속 일어나서 손이 안 가네요. 최악입니다.,그레이,2,2026-01-13
R00105,P00071,속건 마이크로화이버 타월 3매,1,기대 이하의 제품입니다.,마이크로화이버 타월 많이 써봤는데 이건 정말 품질이 떨어져요. 세탁할 때마다 줄어드는 것 같고 박음질도 엉성합니다.,민트,14,2026-05-06
R00106,P00071,속건 마이크로화이버 타월 3매,2,건조는 빠른데 피부에 닿는 느낌이 별로,"빨리 마르긴 하는데, 일반 면 타월보다 훨씬 뻣뻣해서 얼굴 닦을 때 불편해요. 기대했던 부드러움이 없네요.",그레이,14,2026-02-07
R00107,P00071,속건 마이크로화이버 타월 3매,2,얇아서 닦는 맛이 없어요,얇은 건 둘째치고 몸 닦을 때 시원하게 닦이는 느낌이 없어요. 3개나 샀는데 다 쓸지 모르겠어요. 재구매 의사 없습니다.,민트,0,2026-04-10
R00108,P00071,속건 마이크로화이버 타월 3매,3,가성비는 괜찮은데 냄새가 좀 나요,가격 대비 나쁘지 않아요. 다만 처음 받았을 때 화학 약품 냄새가 좀 나서 여러 번 빨아서 사용했습니다.,민트,0,2026-02-02
R00109,P00071,속건 마이크로화이버 타월 3매,5,선물용으로도 최고! 재구매 의사 100%,부모님께 선물해 드렸는데 너무 좋아하세요. 가볍고 휴대하기 좋아서 운동 갈 때도 잘 쓰고 있습니다. 역시 속건이 최고!,그레이,1,2026-04-10
R00110,P00077,1.7L 전기포트,1,"최악의 제품, 절대 사지 마세요",받자마자 작동이 안 되네요. 전원 스위치도 뻑뻑하고 물도 안 끓어서 바로 반품 신청했습니다. 배송도 너무 느렸어요.,화이트,0,2026-02-09
